name,species,gender,house,blood
Smirnoff,Human,Male,unknown,Muggle
Zacharias Smith's father,Human,Male,unknown,unknown
Zacharias Smith,Human,Male,Hufflepuff,Pure-blood
Andy Smudgley,Human,Male,unknown,unknown
Snaglok,Goblin,Male,unknown,unknown
Severus Snape,Human,Male,Slytherin,Half-blood
Tobias Snape,unknown,Male,unknown,Muggle
Chief Snatcher,unknown,unknown,unknown,unknown
Unidentified Snatcher,Human,Male,unknown,Pure-blood
Unidentified Snatcher (II),Human,Male,unknown,Half-blood
Barnaby Snell,Human,Male,unknown,unknown
Snickerton,Human,Male,unknown,Muggle
Andrew Snowy Owl (Gryffindor),unknown,Male,Gryffindor,unknown
Andrew Snowy Owl (Slytherin),Human,Male,Slytherin,unknown
Joseph Snuka,Human,Male,unknown,unknown
Merula Snyde's father,Human,Male,Slytherin,Pure-blood
Mark Sommertime,Human,Male,Slytherin,unknown
Catullus Spangle,Human,Male,unknown,unknown
Grant Sparkford,Human,Male,Slytherin,unknown
Sparky,Phoenix,Male,unknown,unknown
Lucas Sparrowvale,Human,Male,unknown,unknown
Faris Spavin,Human,Male,unknown,Pure-blood
Spectrum,Human,Male,unknown,unknown
Adrian Speke,Human,Male,Hufflepuff,unknown
Cole Spencer,Human,Male,Slytherin,unknown
Leonard Spencer-Moon,unknown,Male,unknown,Pure-blood
Oraclitus Spheer,Human,Male,Gryffindor,unknown
Rudolph Spielman,Human,Male,unknown,unknown
Edmund Spiers,Human,Male,unknown,unknown
Oddvar Spillum,Human,Male,unknown,unknown
Spindle,Human,Male,unknown,unknown
Helbert Spleen,Human,Male,unknown,unknown
Jonathan Spratt,Human,Male,unknown,unknown
Frederick Springer,unknown,Male,unknown,Muggle
Able Spudmore,Human,Male,unknown,unknown
Randolph Spudmore,Human,unknown,unknown,Half-blood
Squat wizard in a purple pork-pie hat,Human,Male,unknown,unknown
Manish Sreenivasan,Human,Male,Hufflepuff,unknown
Unidentified St Mungo's girl patient's father,Human,Male,unknown,unknown
Unidentified St Mungo's patient,Human,Male,unknown,unknown
Norman Stacey,Human,Male,Slytherin,unknown
Charlie Stainforth,Human,Male,Gryffindor,unknown
Blenheim Stalk,Human,Male,unknown,unknown
Staring Portrait,Human,Male,unknown,unknown
Paul Stark,Human,Male,unknown,Muggle
Stebbins (1990s Hogwarts student),Human,Male,Hufflepuff,unknown
Stebbins (Auror),Human,Male,unknown,unknown
Hamish Steed,Human,Male,unknown,unknown
Justin Steele,Human,Male,Ravenclaw,unknown
Kevin Sterndale,Human,Male,unknown,unknown
Steve,Human,Male,unknown,Muggle
Steve McClaren,Human,Male,unknown,unknown
John Stevenson,Human,Male,unknown,unknown
R. L. Stevenson,Human,Male,unknown,unknown
Douglas Steward,unknown,Male,unknown,Muggle
James Steward,Human,Male,unknown,Muggle
Stewart,Human,Male,Gryffindor,unknown
Eddi Stoddy,Human,Male,unknown,Muggle
Bram Stoker,Human,Male,unknown,Muggle
Geoffrey Stradbroke,Human,Male,Ravenclaw,unknown
Quintus Stranger,Human,Male,unknown,unknown
Arnold Streeton,Human,Male,Ravenclaw,unknown
Jeremy Stretton,Human,Male,Ravenclaw,unknown
Terry Strickland,Human,Male,unknown,unknown
Theo Strongarm,Human,Male,unknown,unknown
Edgar Stroulger,Human,Male,unknown,unknown
Estaban Stubbe,Human,Male,unknown,unknown
Billy Stubbs,Human,Male,unknown,unknown
Albert Stump,Human,Male,unknown,unknown
Google Stump,Human,Male,unknown,unknown
Grogan Stump,Human,Male,Hufflepuff,Pure-blood
Tobias Stump,Human,Male,Gryffindor,unknown
Stunned Death Eater,Human,Male,unknown,Pure-blood
Joshua Sturton,Human,Male,Gryffindor,unknown
Sugarplum,Human,Male,unknown,unknown
Felix Summerbee,Human,Male,unknown,unknown
Summers,Human,Male,Hufflepuff,unknown
Yuvraj Suri,Human,Male,Gryffindor,unknown
Junpei Suruga,Human,Male,Slytherin,unknown
Yoshihiro Suzuki,Human,Male,unknown,unknown
Jason Swann,Human,Male,Gryffindor,unknown
Malcolm Swannage,Human,Male,Hufflepuff,unknown
Stephen Swain,Human,Male,unknown,Muggle
Havelock Sweeting,Human,Male,unknown,unknown
Emeric Switch,Human,Male,unknown,unknown
Swoopstikes,Human,Male,unknown,unknown
Amrose Swott,unknown,Male,unknown,unknown
Alex Sykes (I),Human,Male,unknown,unknown
Alex Sykes (II),Human,Male,Slytherin,unknown
Atsushi Takagi,Human,Male,Slytherin,unknown
Tall goblin,Goblin,Male,unknown,unknown
Robertus Tallis,Human,Male,unknown,unknown
Ryotaro Tanaka,Human,Male,unknown,unknown
Hardik Tandel,Human,Male,Gryffindor,unknown
Rahul Tandel,Human,Male,Gryffindor,unknown
Tao's supporter,Human,Male,unknown,unknown
Tarragon,Dog,Male,unknown,unknown
Gabriel Tate,Human,Male,Hufflepuff,unknown
Ted,Human,Male,unknown,Muggle
Teddy Taylor,Human,Male,unknown,unknown
Teffington,Human,Male,unknown,Pure-blood
Tenebrus,Thestral,Male,unknown,unknown
Tertius,Human,Male,unknown,Muggle-born
Tertius's brothers,Human,Male,unknown,Muggle
Vikram Thakur,Human,Male,Slytherin,unknown
Alistair Thaxted,Human,Male,Hufflepuff,unknown
Janus Thickey,Human,Male,unknown,unknown
Pius Thicknesse,Human,Male,unknown,Pure-blood
Third semi-finalist of the 1379 duelling contest,Human,Male,unknown,unknown
Third-floor corridor Slytherin Prefect (I),Human,Male,Slytherin,unknown
Third-floor corridor Slytherin Prefect (II),Human,Male,Slytherin,unknown
Dean Thomas,Human,Male,Gryffindor,Half-blood
Dean Thomas's father,Human,Male,unknown,Pure-blood
Dean Thomas's stepfather,Human,Male,unknown,Muggle
Thomson's nephew,Human,Male,unknown,Muggle
Thorin,Human,Male,Gryffindor,unknown
Lewis Thorverton,Human,Male,Ravenclaw,unknown
Three Aurors who tried to arrest Rubeus Hagrid,Human,Male,unknown,unknown
Three unidentified Snatchers who disintegrated during the Battle of Hogwarts,Human,Male,unknown,Pure-blood
Orsino Thruston,Human,Male,unknown,unknown
Thurkell brothers,unknown,Male,unknown,Squib
Thaddeus Thurkell,Human,Male,unknown,unknown
Tiberius,Human,Male,unknown,unknown
Albert Tillyman,Human,Male,unknown,unknown
Tim,Human,Male,unknown,unknown
Tim (Wampus cat),Wampus cat,Male,unknown,unknown
Timothy the Timid,Human,Male,unknown,unknown
Titus,Bowtruckle,Male,unknown,unknown
Sidney Todd,Human,Male,unknown,unknown
Kurt Todt,Human,Male,unknown,unknown
Tofty,Human,Male,unknown,unknown
Tom,Human,Male,unknown,unknown
Tom (Bowtruckle),Bowtruckle,Male,unknown,unknown
Tom (vandal),Human,Male,unknown,Muggle
Tom Stevens,Human,Male,Hufflepuff,unknown
Garius Tomkink,Human,Male,unknown,unknown
Tomkins,Human,Male,unknown,unknown
Edward Tonks,Human,Male,unknown,Muggle-born
Tilden Toots,Human,Male,unknown,unknown
Torvus,Centaur,Male,unknown,unknown
Torvus's father,Centaur,Male,unknown,unknown
Boniface Toubeau,Human,Male,unknown,unknown
Kenneth Towler,Human,Male,Gryffindor,unknown
Trading Card Shop shopkeeper,Human,Male,unknown,unknown
Transylvanian farmer,Human,Male,unknown,unknown
Travers,Human,Male,unknown,Pure-blood
Torquil Travers,Human,Male,unknown,Pure-blood
Abel Treetops,Human,Male,unknown,unknown
Vincent Duc de Trefle-Picques,Human,Male,unknown,unknown
Sybill Trelawney's father,Human,Male,unknown,Pure-blood
Bernard Tremblay,Human,Male,unknown,Pure-blood
Falco Tremblay,Human,Male,unknown,Pure-blood
Mason Tremblay,Human,Male,unknown,Pure-blood
Donaghan Tremlett,Human,Male,unknown,Muggle-born
Donaghan Tremlett's father,Human,Male,unknown,Muggle
Trevor,Toad,Male,unknown,unknown
Harry Trigg,Human,Male,unknown,unknown
Quentin Trimble,Human,Male,unknown,unknown
Sachin Tripathy,Human,Male,Ravenclaw,unknown
Tristan,Human,Male,unknown,unknown
Trocar,Vampire,Male,unknown,unknown
Troy,Human,Male,unknown,unknown
Gabriel Truman,Human,Male,Hufflepuff,unknown
Naoki Tsuchiya,Human,Male,Gryffindor,unknown
James Tuckett (I),Human,Male,Hufflepuff,unknown
James Tuckett (II),Human,Male,Hufflepuff,unknown
Ignatius Tuft,Human,Male,unknown,Pure-blood
Darrel Turner,Human,Male,Hufflepuff,unknown
Lottie Turner's father,Human,Male,unknown,unknown
Marcus Turner,Human,Male,Ravenclaw,unknown
Adrian Tutley,Human,Male,unknown,unknown
Liz Tuttle's maternal grandfather,Human,Male,unknown,unknown
Norman Tuttle,unknown,Male,unknown,Muggle
Unidentified TV weatherman,Human,Male,unknown,Muggle
Mark Twain,Human,Male,unknown,unknown
Aristotle Twelvetrees,Human,Male,unknown,unknown
Mallory Twiddle,Human,Male,unknown,unknown
Two Unidentified Ministry Guards,Human,Male,unknown,Pure-blood
Norvel Twonk,Human,Male,unknown,unknown
Wilkie Twycross,Human,Male,unknown,unknown
Uagadou potions champion,Human,Male,unknown,unknown
Ug the Unreliable,Goblin,Male,unknown,unknown
Ugga,Human,Male,unknown,unknown
Dolores Umbridge's brother,Human,Male,unknown,Squib
Orford Umbridge,Human,Male,unknown,unknown
Quintius Umfraville,Human,Male,unknown,unknown
Uncle Edward,Poltergeist,Male,unknown,unknown
Fytherley Undercliffe,Human,Male,unknown,unknown
Unidentified 1920s Animagus,Human,Male,unknown,unknown
Unidentified 1985–1986 Defence Against the Dark Arts professor,Human,Male,unknown,unknown
Unidentified 1992–1993 Music teacher,Human,Male,unknown,unknown
Unidentified 19th-century Potions professor,Human,Male,unknown,unknown
Unidentified Acolyte,Human,Male,unknown,unknown
Unidentified Amulet-seller in Diagon Alley,Human,Male,unknown,unknown
Unidentified auburn-haired centaur,Centaur,Male,unknown,unknown
Unidentified Australian wizard,Human,Male,unknown,unknown
Unidentified Azkaban Escapee,Human,Male,unknown,unknown
Unidentified balding Ministry of Magic employee,Human,Male,unknown,Pure-blood
Unidentified bank begging tramp,Human,Male,unknown,Muggle
Unidentified bank employee,Human,Male,unknown,Muggle
Unidentified bank guard,Human,Male,unknown,Muggle
Unidentified bearded centaur,Centaur,Male,unknown,unknown
Unidentified black Death Eater at the Battle of Hogwarts (I),Human,Male,unknown,unknown
Unidentified black Death Eater at the Battle of Hogwarts (II),Human,Male,unknown,unknown
Unidentified black wizard during the Battle of Hogwarts,Human,Male,unknown,unknown
Unidentified blond twin boys at Platform Nine and Three Quarters,Human,Male,unknown,unknown
Unidentified boy during the 1996 Quidditch match (I),Human,Male,Gryffindor,unknown
Unidentified boy in a corridor,Human,Male,unknown,unknown
Unidentified boy in the Great Hall (I),Human,Male,Slytherin,unknown
Unidentified boy in the Great Hall (II),Human,Male,Slytherin,unknown
Unidentified boy in the Great Hall (III),Human,Male,Slytherin,unknown
Unidentified boy who attended Charm School's father,Human,Male,Hufflepuff,unknown
Unidentified boy who transfigured his friend,Human,Male,unknown,unknown
Unidentified boy with birthmark,Human,Male,unknown,Muggle
Unidentified bushily whiskered Ministry of Magic employee,Human,Male,unknown,unknown
Unidentified Bushy Haired Muttering Wizard,Human,Male,unknown,unknown
Unidentified card-playing boy,Human,Male,Gryffindor,unknown
Unidentified centaur,Centaur,Male,unknown,unknown
Unidentified Chaser (I),Human,Male,unknown,unknown
Unidentified Chaser (II),Human,Male,unknown,unknown
Unidentified child in bubble,Human,Male,unknown,unknown
Unidentified clown,Human,Male,unknown,unknown
Unidentified clumsy Hogwarts violist,Human,Male,unknown,unknown
Unidentified Council of Magical Law clerk,Human,Male,unknown,unknown
Unidentified Customs official,Human,Male,unknown,Muggle
Unidentified Customs official (II),Human,Male,unknown,Muggle
Unidentified Death Eater (Quidditch World Cup 1994),Human,Male,unknown,Pure-blood
Unidentified Death Eater duelled by Kingsley Shacklebolt,Human,Male,unknown,unknown
Unidentified Death Eater in the Forbidden Forest,Human,Male,Slytherin,Pure-blood
Unidentified Death Eater knocked out by Alastor Moody,Human,Male,unknown,Pure-blood
Unidentified Death Eater stunned by Harry Potter in the Grand Staircase Tower,Human,Male,unknown,Pure-blood
Unidentified Death Eater who engaged Arthur Weasley,Human,Male,unknown,Pure-blood
Unidentified Death Eater who fought in the first-floor corridor (II),Human,Male,unknown,Pure-blood
Unidentified Death Eater who tortured a wizard,Human,Male,unknown,Pure-blood
Unidentified Death Eater who was Stunned by Harry Potter,Human,Male,unknown,Pure-blood
Unidentified Department of Magical Games and Sports representative,Human,Male,unknown,unknown
Unidentified dumpy Wizengamot member with a large black moustache,Human,Male,unknown,unknown
Unidentified dun-coloured centaur,Centaur,Male,unknown,unknown
Unidentified Durmstrang students,unknown,unknown,unknown,unknown
Unidentified dustman,Human,Male,unknown,Muggle
Unidentified executioner (II),Human,Male,unknown,unknown
Unidentified falling man,Human,Male,unknown,unknown
Unidentified fire-breather,Human,Male,unknown,unknown
Unidentified first year boy (I),Human,Male,Ravenclaw,unknown
Unidentified first year boy (II),Human,Male,unknown,unknown
Unidentified first year Slytherin boy,Human,Male,Slytherin,unknown
Unidentified French policeman,Human,Male,unknown,Muggle
Unidentified friend of McClaggan,Human,Male,Gryffindor,unknown
Unidentified Frog Choir member (I),Human,Male,Hufflepuff,unknown
Unidentified Frog Choir member (II),Human,Male,unknown,unknown
Unidentified frowning Ministry of Magic wizard who murmured instructions to a quill,Human,Male,unknown,Pure-blood
Unidentified Giant in the Battle of Hogwarts (I),Giant,Male,unknown,unknown
Unidentified Giant in the Battle of Hogwarts (II),Giant,Male,unknown,unknown
Unidentified Giant in the Battle of Hogwarts (IV),Giant,Male,unknown,unknown
Unidentified Giant in the Battle of Hogwarts (V),Giant,Male,unknown,unknown
Unidentified giant in the Blind Pig,Giant,Male,unknown,unknown
Unidentified goalkeeper,Human,Male,unknown,Muggle
Unidentified goblin associate of Oswald Beamish,Goblin,Male,unknown,unknown
Unidentified goblin at Gringotts (I),Goblin,Male,unknown,unknown
Unidentified goblin at Gringotts (VIII),Goblin,Male,unknown,unknown
Unidentified goblin at Gringotts in 1998 (I),Goblin,Male,unknown,unknown
Unidentified goblin at Gringotts in 1998 (II),Goblin,Male,unknown,unknown
Unidentified goblin at Gringotts in 1998 (III),Goblin,Male,unknown,unknown
Unidentified goblin at Gringotts in 1998 (IV),Goblin,Male,unknown,unknown
Unidentified goblin at Gringotts in 1998 (V),Goblin,Male,unknown,unknown
Unidentified goblin at Gringotts in 1998 (VI),Goblin,Male,unknown,unknown
Unidentified goblin at Gringotts in 1998 (VII),Goblin,Male,unknown,unknown
Unidentified goblin caroler (I),Goblin,Male,unknown,unknown
Unidentified goblin killed by Voldemort,Goblin,Male,unknown,unknown
Unidentified goblin stockbroker,Goblin,Male,unknown,unknown
Unidentified grandfather,Human,Male,unknown,Muggle
Unidentified grey-haired man during the Battle of Hogwarts,Human,Male,unknown,unknown
Unidentified Gringotts Bank goblin guard,Goblin,Male,unknown,unknown
Unidentified grubby-looking wizard,Human,Male,unknown,unknown
Unidentified Gryffindor boy (II),Human,Male,Gryffindor,unknown
Unidentified Gryffindor boy that greets Sir Nicholas (I),Human,Male,Gryffindor,unknown
Unidentified Gryffindor chaser (I),Human,Male,Gryffindor,unknown
Unidentified Gryffindor chaser (II),Human,Male,Gryffindor,unknown
Unidentified Gryffindor man (II),Human,Male,Gryffindor,unknown
Unidentified Gryffindor man (III),Human,Male,Gryffindor,unknown
Unidentified Gryffindor man (IV),Human,Male,Gryffindor,unknown
Unidentified hard-faced grey centaur,Centaur,Male,unknown,unknown
Unidentified Head Boy,Human,Male,unknown,unknown
Unidentified Headmaster with scroll,Human,Male,unknown,unknown
Unidentified hiding wizard during the Battle of Hogwarts,Human,Male,unknown,unknown
Unidentified Hit Wizard,Human,Male,unknown,unknown
Unidentified hobo,Human,Male,unknown,Muggle
Unidentified Hogsmeade Death Eater (I),Human,Male,unknown,Pure-blood
Unidentified Hogsmeade Death Eater (II),Human,Male,unknown,Pure-blood
Unidentified Hogwartian in a pointed hat during the Battle of Hogwarts,Human,Male,unknown,unknown
Unidentified Hogwarts student interested in earth magic,Human,Male,Ravenclaw,unknown
Unidentified insulting wizard,Human,Male,unknown,unknown
Unidentified Irishman,Human,Male,unknown,unknown
Unidentified irritated Muggle man,Human,Male,unknown,Muggle
Unidentified juggler at the 422nd Quidditch World Cup,Human,Male,unknown,unknown
Unidentified Keeper (I),Human,Male,unknown,unknown
Unidentified light male Death Eater (I),Human,Male,unknown,unknown
Unidentified Magical Maintenance wizard,Human,Male,unknown,Pure-blood
Unidentified male bald Death Eater,Human,Male,unknown,Pure-blood
Unidentified male Charms Professor,Human,Male,unknown,unknown
Unidentified male Death Eater (VIII),Human,Male,unknown,Pure-blood
Unidentified male Death Eater at Malfoy Manor,Human,Male,unknown,Pure-blood
Unidentified male Death Eater at Malfoy Manor (II),Human,Male,unknown,Pure-blood
Unidentified male Death Eater at the Little Hangleton graveyard (I),Human,Male,Slytherin,unknown
Unidentified male Death Eater during the Battle of Hogwarts,Human,Male,unknown,Pure-blood
Unidentified male Death Eater during the Battle of Hogwarts (II),Human,Male,unknown,Pure-blood
Unidentified male Death Eater during the Battle of Hogwarts (III),Human,Male,unknown,Pure-blood
Unidentified male Death Eater during the Battle of Hogwarts (IV),Human,Male,unknown,Pure-blood
Unidentified male Death Eater killed by a grey haired wizard,Human,Male,unknown,Pure-blood
Unidentified male Death Eater killed on the Hogwarts Seventh Floor,Human,Male,unknown,unknown
Unidentified Male Muggle looking at Rubeus Hagrid in 1991,Human,Male,unknown,Muggle
Unidentified Male Snatcher at Diagon Alley,Human,Male,unknown,unknown
Unidentified Male Snatcher during the Battle of Hogwarts,Human,Male,unknown,Pure-blood
Unidentified man in a grey suit during the Battle of Hogwarts,Human,Male,unknown,unknown
Unidentified man in Borgin and Burkes in 1996,Human,Male,unknown,unknown
Unidentified man killed in the courtyard explosion,Human,Male,unknown,unknown
Unidentified man that yelled the Death Eaters were coming,Human,Male,unknown,unknown
Unidentified man who opened the doors of the Hearing Room for Newton and Theseus Scamander,Human,Male,unknown,unknown
Unidentified Merman at the Great Lake,Merpeople,Male,unknown,unknown
Unidentified Merman who fell in love with Mirabella Plunkett,Merpeople,Male,unknown,unknown
Unidentified Minister of Magical Transportation,Human,Male,unknown,unknown
Unidentified Ministry guard,Human,Male,unknown,unknown
Unidentified Ministry of Magic visitor with a big curled moustache,Human,Male,unknown,unknown
Unidentified Ministry Wizard (I),Human,Male,unknown,unknown
Unidentified Ministry Wizard in 1997 (I),Human,Male,unknown,Pure-blood
Unidentified Muggle football commentator,Human,Male,unknown,Muggle
Unidentified Muggle man with newspaper,Human,Male,unknown,Muggle
Unidentified Muggle radio host,Human,Male,unknown,Muggle
Unidentified Muggle witness,Human,Male,unknown,Muggle
Unidentified Muggle woman (III)'s son,Human,Male,unknown,Muggle
Unidentified nearby wizard,Human,Male,unknown,unknown
Unidentified newspaper boy,Human,Male,unknown,Muggle
Unidentified Non-Magique father,Human,Male,unknown,Muggle
Unidentified Non-Magique toddler,Human,Male,unknown,Muggle
Unidentified Old Man,Human,Male,unknown,Muggle
Unidentified pet-owner in Knockturn Alley,Human,Male,unknown,unknown
Unidentified Petrified boy (I),Human,Male,unknown,unknown
Unidentified Petrified boy (II),Human,Male,unknown,unknown
Unidentified photographer (I),Human,Male,unknown,Muggle
Unidentified photographer (II),Human,Male,unknown,Muggle
Unidentified police officer (I),Human,Male,unknown,Muggle
Unidentified police officer (II),Human,Male,unknown,Muggle
Unidentified poor boy,Human,Male,unknown,Muggle
Unidentified Portkey tout,Human,Male,unknown,unknown
Unidentified portrait in Malfoy Manor (II),Human,Male,unknown,Pure-blood
Unidentified portrait in Malfoy Manor (III),Human,Male,unknown,unknown
Unidentified Puking Pastilles Victim,Human,Male,unknown,unknown
Unidentified Pumpkin Juice seller at the Quidditch World Cup,Human,Male,unknown,unknown
Unidentified Ravenclaw member of Dumbledore's Army (I),Human,Male,Ravenclaw,Pure-blood
Unidentified Ravenclaw member of Dumbledore's Army (II),Human,Male,Ravenclaw,Pure-blood
Unidentified Ravenclaw Substitute Seeker,Human,Male,Ravenclaw,unknown
Unidentified reporter,Human,Male,unknown,Muggle
Unidentified Seeker (II),Human,Male,Ravenclaw,unknown
Unidentified sleeping Headmaster (1568AD),Human,Male,unknown,unknown
Unidentified sleeping Headmaster in blue,Human,Male,unknown,unknown
Unidentified sleeping Headmaster in gold,unknown,Male,unknown,unknown
Unidentified sleeping Headmaster with apple,unknown,Male,unknown,unknown
Unidentified sleeping Headmaster with astrolabe,unknown,Male,unknown,unknown
Unidentified sleeping Headmaster with book,unknown,Male,unknown,unknown
Unidentified sleeping Headmaster with castle sketch,Human,Male,unknown,unknown
Unidentified sleeping Headmaster with paper,Human,Male,unknown,unknown
Unidentified sleeping Headmaster with starmap,unknown,Male,unknown,unknown
Unidentified Slug Club Christmas party attendee,Human,Male,unknown,unknown
Unidentified Slytherin Beater (I),Human,Male,Slytherin,unknown
Unidentified Slytherin Beater (II),Human,Male,Slytherin,unknown
Unidentified Slytherin boy (I),Human,Male,Slytherin,unknown
Unidentified Slytherin boy (II),Human,Male,Slytherin,unknown
Unidentified Slytherin boy (III),Human,Male,Slytherin,unknown
Unidentified Slytherin boy in the Battle of Hogwarts,Human,Male,Slytherin,unknown
Unidentified Slytherin Keeper,Human,Male,Slytherin,unknown
Unidentified Slytherin knight,Human,Male,Slytherin,unknown
Unidentified Snatcher (III),Human,Male,unknown,Half-blood
Unidentified Snatcher (V),Human,Male,unknown,Pure-blood
Unidentified Snatchers in Diagon Alley,Human,Male,unknown,Pure-blood
Unidentified son,Human,Male,unknown,Muggle
Unidentified St Mungo's patient's brother,Human,Male,unknown,unknown
Unidentified ten-year-old,Human,Male,unknown,Muggle
Unidentified third year boy,Human,Male,unknown,unknown
Unidentified third year Slytherin boy,Human,Male,Slytherin,unknown
Unidentified Wampanoag children,Human,Male,unknown,unknown
Unidentified watchman,Human,Male,unknown,unknown
Unidentified white haired wizard during the Battle of Hogwarts,Human,Male,unknown,unknown
Unidentified witness (I),Human,Male,unknown,Muggle
Unidentified witness (II),Human,Male,unknown,unknown
Unidentified wizard at Platform Nine and Three-Quarters (I),Human,Male,unknown,unknown
Unidentified wizard at Platform Nine and Three-Quarters (II),Human,Male,unknown,unknown
Unidentified wizard at Platform Nine and Three-Quarters (III),Human,Male,unknown,unknown
Unidentified wizard killed at the Quad battlements,Human,Male,unknown,unknown
Unidentified wizard who dropped an Erumpent horn,Human,Male,unknown,unknown
Unidentified Wizards in the Hog's Head,Human,Male,unknown,unknown
Unidentified Wizengamot clerk,Human,Male,unknown,unknown
Unidentified young husband,Human,Male,unknown,Muggle
Unidentified young man,Human,Male,unknown,Muggle
Unnamed Kwidditch players,Human,Male,unknown,unknown
Urg the Unclean,Goblin,Male,unknown,unknown
Urgruff the Unwary,Goblin,Male,unknown,unknown
Uric the Oddball,Human,Male,Ravenclaw,unknown
Elphinstone Urquart,Human,Male,unknown,Pure-blood
Urquhart,Human,Male,Slytherin,unknown
Thomas Vace,Human,Male,unknown,unknown
Vaisey,Human,Male,Slytherin,unknown
Tanner Van Burm,Human,Male,Gryffindor,unknown
Laurent Varcy,unknown,Male,unknown,unknown
Vargot,Goblin,Male,unknown,unknown
Herbert Varney,Vampire,Male,unknown,unknown
Milford Vessel,Human,Male,unknown,Muggle
Gerald Vickers,Human,Male,Ravenclaw,unknown
Victor Ketsueki,unknown,Male,Ravenclaw,unknown
Leonardo Da Vinci,Human,Male,unknown,unknown
Violet-cloaked wizard,Human,Male,unknown,unknown
Vindictus Viridian,Human,Male,unknown,unknown
Vlad the Impaler,Vampire,Male,unknown,unknown
Vogel's bodyguard,Human,Male,unknown,unknown
Arnold Vogler,Human,Male,unknown,unknown
Ivan Volkov,Human,Male,unknown,unknown
Luciano Volpi,Human,Male,unknown,unknown
Edric Vosper,Human,Male,unknown,unknown
Boris Vulchanov,Human,Male,unknown,unknown
Pyotr Vulchanov,Human,Male,unknown,unknown
Vulpus,Human,Male,unknown,unknown
Adalbert Waffling,Human,Male,unknown,unknown
Wagga Wagga Werewolf,Werewolf,Male,unknown,unknown
Willy Wagstaff,Human,Male,unknown,unknown
Myron Wagtail,Human,Male,unknown,unknown
Waiter at the Three Broomsticks,Human,Male,unknown,unknown
Waiter in The Leaky Cauldron,Human,Male,unknown,unknown
Waiter serving Dragon Tartare,Human,Male,unknown,unknown
Waiters at William Weasley and Fleur Delacour's wedding,Human,Male,unknown,unknown
Yoshi Wakahisa,Human,Male,unknown,unknown
Laurence Wakefield,Human,Male,unknown,Muggle
Edgar Wallace,Human,Male,unknown,Muggle
Wally Wimbles,Human,Male,unknown,Squib
Karl Wang,Human,unknown,unknown,unknown
Celestina Warbeck's father,Human,Male,unknown,unknown
Celestina Warbeck's first husband,Human,Male,unknown,unknown
Celestina Warbeck's second husband,Human,Male,unknown,unknown
Celestina Warbeck's son,Human,Male,unknown,Half-blood
Irving Warble,Human,Male,unknown,unknown
Jeremius Wardwart,Human,Male,unknown,unknown
Warlock (The Warlock's Hairy Heart),Human,Male,unknown,Pure-blood
The Warlock's friends,Human,Male,unknown,unknown
Eugene Warmsley,Human,Male,Hufflepuff,unknown
Myrtle Warren's father,Human,Male,unknown,Muggle
Warrington sisters' father,Human,Male,unknown,Muggle
Cassius Warrington,Human,Male,Slytherin,unknown
Fabius Watkins,Human,Male,unknown,unknown
Wealthy man who owned the Riddle House,Human,Male,unknown,Muggle
Weasley children's cousin,Human,Male,unknown,unknown
Weasley children's uncle,Human,Male,unknown,unknown
Weasley family ghoul,Ghoul,Male,unknown,unknown
Molly Weasley's second cousin,Human,Male,unknown,Squib
Arthur Weasley,Human,Male,Gryffindor,Pure-blood
Arthur Weasley's brothers,Human,Male,unknown,Pure-blood
Charles Weasley,Human,Male,Gryffindor,Pure-blood
Fred Weasley,Human,Male,Gryffindor,Pure-blood
Fred Weasley II,Human,Male,unknown,unknown
George Weasley,Human,Male,Gryffindor,Pure-blood
Hugo Granger-Weasley,Human,Male,unknown,Half-blood
Louis Weasley,Human,Male,unknown,unknown
Panju Weasley,Human,Male,unknown,Half-blood
Percy Weasley,Human,Male,Gryffindor,Pure-blood
Ronald Weasley,Human,Male,Gryffindor,Pure-blood
Septimus Weasley,Human,Male,Gryffindor,Pure-blood
William Weasley,Human,Male,Gryffindor,Pure-blood
Alec Webb,Human,Male,unknown,Muggle
Alex Wednesbury,Human,Male,Gryffindor,unknown
Wee Willykins,unknown,unknown,unknown,unknown
Helmut Weiss,Human,Male,unknown,unknown
Konrad Weiss,Human,Male,unknown,unknown
H. G. Wells,Human,Male,unknown,unknown
Willi Wenzel,Human,Male,unknown,unknown
Unidentified werewolf,unknown,Male,unknown,unknown
Norman Wesley,unknown,Male,unknown,Muggle
Rich West,Human,Male,unknown,Muggle
Westenberg,Human,Male,unknown,unknown
Ryan Westrup,Human,Male,unknown,unknown
Eric Whalley,Human,Male,unknown,unknown
Spencer Whiddon,Human,Male,Slytherin,unknown
Kennilworthy Whisp,Human,Male,unknown,unknown
Whispering wizard,Human,Male,unknown,unknown
Kevin Whitby,Human,Male,Hufflepuff,unknown
White-robed wizard,Human,Male,unknown,unknown
Devlin Whitehorn,Human,Male,unknown,unknown
Hadrian Whittle,Human,Male,unknown,unknown
Samson Wiblin,Human,Male,unknown,unknown
Willy Widdershins,Human,Male,unknown,unknown
Hermann Wiel,Human,Male,unknown,unknown
Dempster Wiggleswade,Human,Male,unknown,unknown
Wilhelm Wigworthy,Human,Male,unknown,unknown
R. Wilde Aston,Human,Male,unknown,unknown
Wilfred Kidd Senior,Human,Male,unknown,unknown
Wilfred Levi Kidd,Human,Male,Gryffindor,unknown
Wilfred the Wistful,Human,Male,unknown,unknown
